date,store,category,product,supplier,unit_price,discount_pct,sell_price,demand,units_sold,lost_sales,revenue,opening_stock,closing_stock,reorder_point,reorder_qty,reordered,ordered_qty,received_qty,stockout,promo_event,lead_time_days,on_time_rate,defect_rate,supplier_delay
2024-07-02,Store_Delhi,Toys,RC Car,Supplier_01,55,5,52.25,5,5,0,261.25,163,158,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-07-03,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,6,6,0,330.0,158,152,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-07-04,Store_Delhi,Toys,RC Car,Supplier_01,55,5,52.25,6,6,0,313.5,152,146,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-07-05,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,6,6,0,330.0,146,140,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-07-06,Store_Delhi,Toys,RC Car,Supplier_01,55,5,52.25,9,9,0,470.25,140,131,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-07-07,Store_Delhi,Toys,RC Car,Supplier_01,55,10,49.5,8,8,0,396.0,131,123,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-07-08,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,6,6,0,330.0,551,545,173,428,0,0,428,0,0,9,0.96,0.02,0
2024-07-09,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,6,6,0,330.0,545,539,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-07-10,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,5,5,0,275.0,539,534,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-07-11,Store_Delhi,Toys,RC Car,Supplier_01,55,5,52.25,6,6,0,313.5,534,528,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-07-12,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,6,6,0,330.0,528,522,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-07-13,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,6,6,0,330.0,522,516,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-07-14,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,5,5,0,275.0,516,511,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-07-15,Store_Delhi,Toys,RC Car,Supplier_01,55,10,49.5,5,5,0,247.5,511,506,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-07-16,Store_Delhi,Toys,RC Car,Supplier_01,55,15,46.75,5,5,0,233.75,506,501,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-07-17,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,7,7,0,385.0,501,494,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-07-18,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,9,9,0,495.0,494,485,173,428,0,0,0,0,1,9,0.96,0.02,0
2024-07-19,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,5,5,0,275.0,485,480,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-07-20,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,8,8,0,440.0,480,472,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-07-21,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,6,6,0,330.0,472,466,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-07-22,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,5,5,0,275.0,466,461,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-07-23,Store_Delhi,Toys,RC Car,Supplier_01,55,10,49.5,5,5,0,247.5,461,456,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-07-24,Store_Delhi,Toys,RC Car,Supplier_01,55,10,49.5,6,6,0,297.0,456,450,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-07-25,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,8,8,0,440.0,450,442,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-07-26,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,6,6,0,330.0,442,436,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-07-27,Store_Delhi,Toys,RC Car,Supplier_01,55,20,44.0,9,9,0,396.0,436,427,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-07-28,Store_Delhi,Toys,RC Car,Supplier_01,55,15,46.75,9,9,0,420.75,427,418,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-07-29,Store_Delhi,Toys,RC Car,Supplier_01,55,10,49.5,7,7,0,346.5,418,411,173,428,0,0,0,0,1,9,0.96,0.02,0
2024-07-30,Store_Delhi,Toys,RC Car,Supplier_01,55,10,49.5,6,6,0,297.0,411,405,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-07-31,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,6,6,0,330.0,405,399,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-08-01,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,5,5,0,275.0,399,394,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-08-02,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,5,5,0,275.0,394,389,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-08-03,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,8,8,0,440.0,389,381,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-08-04,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,12,12,0,660.0,381,369,173,428,0,0,0,0,1,9,0.96,0.02,0
2024-08-05,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,7,7,0,385.0,369,362,173,428,0,0,0,0,1,9,0.96,0.02,0
2024-08-06,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,6,6,0,330.0,362,356,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-08-07,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,6,6,0,330.0,356,350,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-08-08,Store_Delhi,Toys,RC Car,Supplier_01,55,10,49.5,4,4,0,198.0,350,346,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-08-09,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,4,4,0,220.0,346,342,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-08-10,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,6,6,0,330.0,342,336,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-08-11,Store_Delhi,Toys,RC Car,Supplier_01,55,5,52.25,7,7,0,365.75,336,329,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-08-12,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,6,6,0,330.0,329,323,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-08-13,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,6,6,0,330.0,323,317,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-08-14,Store_Delhi,Toys,RC Car,Supplier_01,55,5,52.25,5,5,0,261.25,317,312,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-08-15,Store_Delhi,Toys,RC Car,Supplier_01,55,10,49.5,6,6,0,297.0,312,306,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-08-16,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,5,5,0,275.0,306,301,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-08-17,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,6,6,0,330.0,301,295,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-08-18,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,7,7,0,385.0,295,288,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-08-19,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,5,5,0,275.0,288,283,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-08-20,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,6,6,0,330.0,283,277,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-08-21,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,5,5,0,275.0,277,272,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-08-22,Store_Delhi,Toys,RC Car,Supplier_01,55,5,52.25,5,5,0,261.25,272,267,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-08-23,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,6,6,0,330.0,267,261,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-08-24,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,5,5,0,275.0,261,256,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-08-25,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,7,7,0,385.0,256,249,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-08-26,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,5,5,0,275.0,249,244,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-08-27,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,5,5,0,275.0,244,239,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-08-28,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,5,5,0,275.0,239,234,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-08-29,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,7,7,0,385.0,234,227,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-08-30,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,6,6,0,330.0,227,221,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-08-31,Store_Delhi,Toys,RC Car,Supplier_01,55,10,49.5,8,8,0,396.0,221,213,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-09-01,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,7,7,0,385.0,213,206,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-09-02,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,3,3,0,165.0,206,203,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-09-03,Store_Delhi,Toys,RC Car,Supplier_01,55,5,52.25,5,5,0,261.25,203,198,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-09-04,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,4,4,0,220.0,198,194,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-09-05,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,4,4,0,220.0,194,190,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-09-06,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,6,6,0,330.0,190,184,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-09-07,Store_Delhi,Toys,RC Car,Supplier_01,55,20,44.0,6,6,0,264.0,184,178,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-09-08,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,4,4,0,220.0,178,174,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-09-09,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,5,5,0,275.0,174,169,173,428,1,428,0,0,0,9,0.96,0.02,0
2024-09-10,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,4,4,0,220.0,169,165,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-09-11,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,5,5,0,275.0,165,160,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-09-12,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,4,4,0,220.0,160,156,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-09-13,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,5,5,0,275.0,156,151,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-09-14,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,6,6,0,330.0,151,145,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-09-15,Store_Delhi,Toys,RC Car,Supplier_01,55,5,52.25,6,6,0,313.5,145,139,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-09-16,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,5,5,0,275.0,139,134,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-09-17,Store_Delhi,Toys,RC Car,Supplier_01,55,5,52.25,5,5,0,261.25,134,129,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-09-18,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,5,5,0,275.0,557,552,173,428,0,0,428,0,0,9,0.96,0.02,0
2024-09-19,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,6,6,0,330.0,552,546,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-09-20,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,6,6,0,330.0,546,540,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-09-21,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,7,7,0,385.0,540,533,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-09-22,Store_Delhi,Toys,RC Car,Supplier_01,55,5,52.25,8,8,0,418.0,533,525,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-09-23,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,3,3,0,165.0,525,522,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-09-24,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,4,4,0,220.0,522,518,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-09-25,Store_Delhi,Toys,RC Car,Supplier_01,55,10,49.5,4,4,0,198.0,518,514,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-09-26,Store_Delhi,Toys,RC Car,Supplier_01,55,10,49.5,4,4,0,198.0,514,510,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-09-27,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,5,5,0,275.0,510,505,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-09-28,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,6,6,0,330.0,505,499,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-09-29,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,8,8,0,440.0,499,491,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-09-30,Store_Delhi,Toys,RC Car,Supplier_01,55,10,49.5,5,5,0,247.5,491,486,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-10-01,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,9,9,0,495.0,486,477,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-10-02,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,7,7,0,385.0,477,470,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-10-03,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,7,7,0,385.0,470,463,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-10-04,Store_Delhi,Toys,RC Car,Supplier_01,55,20,44.0,8,8,0,352.0,463,455,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-10-05,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,8,8,0,440.0,455,447,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-10-06,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,12,12,0,660.0,447,435,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-10-07,Store_Delhi,Toys,RC Car,Supplier_01,55,15,46.75,9,9,0,420.75,435,426,173,428,0,0,0,0,1,9,0.96,0.02,0
2024-10-08,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,12,12,0,660.0,426,414,173,428,0,0,0,0,1,9,0.96,0.02,0
2024-10-09,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,6,6,0,330.0,414,408,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-10-10,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,8,8,0,440.0,408,400,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-10-11,Store_Delhi,Toys,RC Car,Supplier_01,55,20,44.0,8,8,0,352.0,400,392,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-10-12,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,9,9,0,495.0,392,383,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-10-13,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,7,7,0,385.0,383,376,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-10-14,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,9,9,0,495.0,376,367,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-10-15,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,7,7,0,385.0,367,360,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-10-16,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,7,7,0,385.0,360,353,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-10-17,Store_Delhi,Toys,RC Car,Supplier_01,55,15,46.75,5,5,0,233.75,353,348,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-10-18,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,6,6,0,330.0,348,342,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-10-19,Store_Delhi,Toys,RC Car,Supplier_01,55,5,52.25,10,10,0,522.5,342,332,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-10-20,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,11,11,0,605.0,332,321,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-10-21,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,7,7,0,385.0,321,314,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-10-22,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,6,6,0,330.0,314,308,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-10-23,Store_Delhi,Toys,RC Car,Supplier_01,55,5,52.25,7,7,0,365.75,308,301,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-10-24,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,6,6,0,330.0,301,295,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-10-25,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,8,8,0,440.0,295,287,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-10-26,Store_Delhi,Toys,RC Car,Supplier_01,55,15,46.75,9,9,0,420.75,287,278,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-10-27,Store_Delhi,Toys,RC Car,Supplier_01,55,10,49.5,10,10,0,495.0,278,268,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-10-28,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,8,8,0,440.0,268,260,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-10-29,Store_Delhi,Toys,RC Car,Supplier_01,55,5,52.25,7,7,0,365.75,260,253,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-10-30,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,7,7,0,385.0,253,246,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-10-31,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,7,7,0,385.0,246,239,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-11-01,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,9,9,0,495.0,239,230,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-11-02,Store_Delhi,Toys,RC Car,Supplier_01,55,15,46.75,11,11,0,514.25,230,219,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-11-03,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,13,13,0,715.0,219,206,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-11-04,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,8,8,0,440.0,206,198,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-11-05,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,7,7,0,385.0,198,191,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-11-06,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,7,7,0,385.0,191,184,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-11-07,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,9,9,0,495.0,184,175,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-11-08,Store_Delhi,Toys,RC Car,Supplier_01,55,10,49.5,9,9,0,445.5,175,166,173,428,1,428,0,0,0,9,0.96,0.02,0
2024-11-09,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,10,10,0,550.0,166,156,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-11-10,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,11,11,0,605.0,156,145,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-11-11,Store_Delhi,Toys,RC Car,Supplier_01,55,10,49.5,6,6,0,297.0,145,139,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-11-12,Store_Delhi,Toys,RC Car,Supplier_01,55,5,52.25,9,9,0,470.25,139,130,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-11-13,Store_Delhi,Toys,RC Car,Supplier_01,55,10,49.5,11,11,0,544.5,130,119,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-11-14,Store_Delhi,Toys,RC Car,Supplier_01,55,10,49.5,8,8,0,396.0,119,111,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-11-15,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,8,8,0,440.0,111,103,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-11-16,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,12,12,0,660.0,103,91,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-11-17,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,13,13,0,715.0,519,506,173,428,0,0,428,0,0,9,0.96,0.02,0
2024-11-18,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,7,7,0,385.0,506,499,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-11-19,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,6,6,0,330.0,499,493,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-11-20,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,8,8,0,440.0,493,485,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-11-21,Store_Delhi,Toys,RC Car,Supplier_01,55,5,52.25,10,10,0,522.5,485,475,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-11-22,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,8,8,0,440.0,475,467,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-11-23,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,14,14,0,770.0,467,453,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-11-24,Store_Delhi,Toys,RC Car,Supplier_01,55,5,52.25,11,11,0,574.75,453,442,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-11-25,Store_Delhi,Toys,RC Car,Supplier_01,55,10,49.5,5,5,0,247.5,442,437,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-11-26,Store_Delhi,Toys,RC Car,Supplier_01,55,5,52.25,9,9,0,470.25,437,428,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-11-27,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,7,7,0,385.0,428,421,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-11-28,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,8,8,0,440.0,421,413,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-11-29,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,10,10,0,550.0,413,403,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-11-30,Store_Delhi,Toys,RC Car,Supplier_01,55,5,52.25,12,12,0,627.0,403,391,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-12-01,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,12,12,0,660.0,391,379,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-12-02,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,10,10,0,550.0,379,369,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-12-03,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,8,8,0,440.0,369,361,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-12-04,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,10,10,0,550.0,361,351,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-12-05,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,10,10,0,550.0,351,341,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-12-06,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,9,9,0,495.0,341,332,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-12-07,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,16,16,0,880.0,332,316,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-12-08,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,10,10,0,550.0,316,306,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-12-09,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,10,10,0,550.0,306,296,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-12-10,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,10,10,0,550.0,296,286,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-12-11,Store_Delhi,Toys,RC Car,Supplier_01,55,10,49.5,15,15,0,742.5,286,271,173,428,0,0,0,0,1,9,0.96,0.02,0
2024-12-12,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,11,11,0,605.0,271,260,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-12-13,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,11,11,0,605.0,260,249,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-12-14,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,14,14,0,770.0,249,235,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-12-15,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,16,16,0,880.0,235,219,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-12-16,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,9,9,0,495.0,219,210,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-12-17,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,10,10,0,550.0,210,200,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-12-18,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,10,10,0,550.0,200,190,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-12-19,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,11,11,0,605.0,190,179,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-12-20,Store_Delhi,Toys,RC Car,Supplier_01,55,10,49.5,10,10,0,495.0,179,169,173,428,1,428,0,0,0,9,0.96,0.02,1
2024-12-21,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,14,14,0,770.0,169,155,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-12-22,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,13,13,0,715.0,155,142,173,428,0,0,0,0,0,9,0.96,0.02,0
2024-12-23,Store_Delhi,Toys,RC Car,Supplier_01,55,0,55.0,8,8,0,440.0,142,134,173,428,0,0,0,0,0,9,0.96,0.02,0
